"Pin Code","OLD","Name of Location ","State Name","Zone","Region","Cntrl St.","EXP","CGO","SFC","To Pay","COD","Station Type "
638215,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638216,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638217,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638301,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638302,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638303,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638311,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638312,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638313,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638314,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638315,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638316,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638317,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638318,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638319,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638320,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638321,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638322,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638323,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638324,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638325,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638326,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638327,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638328,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638401,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638402,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638403,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638404,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638405,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638406,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638451,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638452,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638453,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638454,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638456,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638457,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638458,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638459,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638460,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638461,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638462,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638463,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638465,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638466,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638467,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638468,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638469,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638470,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638471,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638472,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638474,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638475,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638476,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638501,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638502,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638503,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638504,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638505,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638506,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638507,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638509,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638510,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638511,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638514,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638589,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638601,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638602,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638603,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638605,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638606,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638607,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638611,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638612,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638651,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638652,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638653,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638654,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638655,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638656,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638657,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638658,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638659,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638660,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638661,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638662,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638663,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638664,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638665,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638666,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638667,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638668,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638669,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638670,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638671,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638672,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638673,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638674,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638675,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638676,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638677,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638678,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638679,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638680,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638681,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638682,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638683,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638684,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638685,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638687,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638690,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638691,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638692,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638693,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638694,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638695,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638696,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638697,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638698,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638699,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638701,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638702,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638703,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638704,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638705,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638706,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638707,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638708,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638709,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638710,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638711,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638712,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638751,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638752,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638754,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638801,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638802,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638803,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638804,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638805,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638806,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638807,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638808,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638809,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638810,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638812,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
638852,"ERD","Erode","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639001,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639002,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639003,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639004,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639005,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639006,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639051,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639052,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639053,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639054,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639101,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639102,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639103,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639104,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639105,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639106,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639107,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639108,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639109,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639110,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639111,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639112,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639113,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639114,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639115,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639116,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639117,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639118,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639119,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639120,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639121,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639122,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639123,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639124,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639125,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639126,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639128,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639129,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639130,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639131,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639132,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639133,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639134,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639135,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639136,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639137,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639138,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639139,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639140,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639141,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639142,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639143,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639144,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639145,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639146,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639147,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639149,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639201,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639202,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639203,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639204,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639205,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639206,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639207,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639208,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639209,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639210,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639211,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639212,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
639213,"KRR","karur","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
641001,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641002,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641003,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641004,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641005,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641006,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641007,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641008,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641009,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641010,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641011,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641012,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641013,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641014,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641015,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641016,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641017,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641018,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641019,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641020,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641021,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641022,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641023,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641024,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641025,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641026,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641027,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641028,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641029,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641030,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641031,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641032,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
641033,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641034,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641035,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641036,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641037,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641038,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641039,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641040,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641041,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641042,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641043,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641044,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641045,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641046,"CJB","Coimbatore","Tamil Nadu","A","SOUTH","CJB","Y","Y","Y","Y","Y","Aramex Own Station"
641047,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641061,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
641062,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","Y","Associate Station"
641064,"CJB","Coimbatore","Tamil Nadu","C","SOUTH","CJB","Y","N","N","N","N","Associate Station"
