"Pin Code","OLD","Name of Location ","State Name","Zone","Region","Cntrl St.","EXP","CGO","SFC","To Pay","COD","Station Type "
111001,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110002,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110003,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110004,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110005,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110006,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110007,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110008,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110009,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110010,"MHP","Mahipalpur","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110011,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110012,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110013,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110014,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110015,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110016,"MHP","Mahipalpur","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110017,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110018,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110019,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110020,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110021,"MHP","Mahipalpur","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110022,"MHP","Mahipalpur","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110023,"NPL","Nehru Place - DEL","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110024,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110025,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110026,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110027,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110028,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110029,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110030,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110031,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110032,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110033,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110034,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110035,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110036,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110037,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110038,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110039,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110040,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110041,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110042,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110043,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110044,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110045,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110046,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110047,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110048,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110049,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110050,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110051,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110052,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110053,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110054,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110055,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110056,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110057,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110058,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110059,"MHP","Mahipalpur","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110060,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110061,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110062,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110063,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110064,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110065,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110066,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110067,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110068,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110070,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110071,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Special delivery"
110072,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Special delivery"
110073,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Special delivery"
110074,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110075,"MHP","Mahipalpur","Mahipalpur","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110076,"NPL","Nehru Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110081,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110082,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110083,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110084,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110085,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110086,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110087,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110088,"MYP","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110091,"NOI","Noida","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110092,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110093,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110094,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110095,"CPL","Connaught Place - DEL","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
110096,"NOI","Noida","Delhi","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
121001,"FBD","Faridabad","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
121002,"FBD","Faridabad","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
121003,"FBD","Faridabad","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
121004,"FBD","Faridabad","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
121005,"FBD","Faridabad","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
121006,"FBD","Faridabad","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
121007,"FBD","Faridabad","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
122001,"GGN","Gurgaon","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
122002,"GGN","Gurgaon","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
122015,"GGN","Gurgaon","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
122016,"GGN","Gurgaon","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
122050,"GGN","Gurgaon","Haryana","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
125001,"HIR","Hissar","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
125002,"HIR","Hissar","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
125003,"HIR","Hissar","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
125004,"HIR","Hissar","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
125005,"HIR","Hissar","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
125021,"HIR","Hissar","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
125033,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125044,"HIR","Hissar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125046,"HIR","Hissar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125050,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125051,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125052,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125053,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125055,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125076,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125120,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
125133,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
126008,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
126009,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
126112,"HIR","Hissar","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
132001,"KRN","Karnal","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
132041,"KRN","Karnal","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
132101,"PPT","Panipat","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
132103,"PPT","Panipat","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
132104,"PPT","Panipat","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
132116,"KRN","Karnal","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
132140,"PPT","Panipat","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
133001,"AMB","Ambala","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
133004,"AMB","AMBALA","Himachal Pradesh","A","North","DEL","Y","Y","Y","N","N","Aramex Own Station"
133005,"AMB","AMBALA","Himachal Pradesh","A","North","DEL","Y","Y","Y","N","N","Aramex Own Station"
133006,"AMB","Ambala","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
134002,"AMB","Ambala","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
134004,"AMB","Ambala","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
134109,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
135001,"YMU","Yamunanagr","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
135002,"YMU","Yamunanagr","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
135003,"YMU","Yamunanagr","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
136027,"AMB","Ambala","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
136034,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
136118,"KHZ","Ambala","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
136119,"KHZ","Ambala","Haryana","B","North","DEL","Y","Y","Y","N","N","Associate Station"
136128,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
136132,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
136135,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
140401,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
140501,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
140506,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
140507,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
141001,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141002,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141003,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141004,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141005,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141006,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141007,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141008,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141009,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141010,"LDH","Ludhiana","Punjab","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
141011,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
141101,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
141104,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
141109,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
141401,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
142001,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
142026,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
143001,"ATQ","Amritsar","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
143002,"ATQ","Amritsar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
143003,"ATQ","Amritsar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
143004,"ATQ","Amritsar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
143005,"ATQ","Amritsar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
143006,"ATQ","Amritsar","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
143505,"BTL","Bhatinda","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
143506,"BTL","Bhatinda","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
143521,"PTK","Pathankot","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
144001,"JLD","Jalandhar","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
144002,"JLD","Jalandhar","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
144003,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
144004,"JLD","Jalandhar","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
144005,"JLD","Jalandhar","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
144006,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
144007,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
144008,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
144021,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
144022,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
144027,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
144211,"PTK","Pathankot","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
144216,"PTK","Pathankot","Punjab","B","North","DEL","Y","N","Y","N","N","Associate Station"
144401,"PHG","Phagwara","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
144514,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
144601,"JLD","Jalandhar","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
145001,"PTK","Pathankot","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
146001,"HSP","HOSHIARPUR","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
147001,"PTL","Patiala","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
147101,"PTL","Patiala","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
147201,"AMB","Ambala","Haryana","C","North","DEL","Y","Y","Y","N","N","Associate Station"
147301,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
148024,"LDH","Ludhiana","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
148101,"BTI","Bhatinda","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
151001,"BTI","Bhatinda","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
151002,"BTI","Bhatinda","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
151003,"BTI","Bhatinda","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
151005,"BTI","Bhatinda","Punjab","B","North","DEL","Y","Y","Y","N","N","Associate Station"
151203,"BTI","Bhatinda","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
151204,"BTI","Bhatinda","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
151501,"BTI","Bhatinda","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
151505,"BTI","Bhatinda","Punjab","C","North","DEL","Y","Y","Y","N","N","Associate Station"
152002,"LDH","Ludhiana","Punjab","C","North","DEL","Y","N","Y","N","N","Associate Station"
152024,"BTI","Bhatinda","Punjab","C","North","DEL","Y","N","Y","N","N","Associate Station"
152101,"BTI","Bhatinda","Punjab","C","North","DEL","Y","N","Y","N","N","Associate Station"
152116,"BTI","Bhatinda","Punjab","C","North","DEL","Y","N","Y","N","N","Associate Station"
152123,"BTI","Bhatinda","Punjab","C","North","DEL","Y","N","Y","N","N","Associate Station"
160001,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160002,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160003,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160008,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160009,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160010,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160011,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160012,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160014,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160015,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160016,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160017,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160018,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160019,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160020,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160022,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160023,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160026,"IXC","Chandigarh","Chandigarh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
160030,"IXC","Chandigarh","Chandigarh",,"North","DEL","Y","N","N","N","Y","Associate Station"
160035,"IXC","Chandigarh","Chandigarh",,"North","DEL","Y","N","N","N","Y","Associate Station"
160036,"NAV","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","Y","Associate Station"
160047,"IXC","Chandigarh","Chandigarh",,"North","DEL","Y","N","N","N","Y","Associate Station"
160051,"IXC","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","Y","Associate Station"
160055,"IXC","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","Y","Associate Station"
160056,"IXC","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
160057,"IXC","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
160058,"IXC","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
160059,"IXC","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
160061,"IXC","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","Y","Associate Station"
160101,"NAV","Chandigarh","Chandigarh","C","North","DEL","Y","Y","Y","N","Y","Associate Station"
166031,"IXC","Chandigarh","Chandigarh",,"North","DEL","Y","N","N","N","Y","Associate Station"
176202,"PTK","Nurpur(kangra)","Himachal Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
176402,"PTK","Kandrori","Himachal Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
176501,"PTK","Sansarpur Terrace","Himachal Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180001,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180002,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180003,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180004,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180005,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180006,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180007,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180008,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180009,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180010,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180011,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180012,"IXJ","Jammu","Jammu & Kashmir","B","North","DEL","Y","Y","Y","N","N","Associate Station"
180013,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
180014,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
180015,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
181101,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
181104,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
181121,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
181123,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
181124,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
181133,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
181205,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
182101,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
182121,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
