SKU,Code,mrp,wholesale_price,Mk UP,Promotion Type
24671,MUM0010207,130,65,2,15%
24675,MUM0010211,94,47,2,15%
24676,MUM0010212,94,47,2,15%
24677,MUM0010213,67,29,2.310344828,30%
24678,MUM0010214,100,50,2,15%
24679,MUM0010215,117,50,2.34,30%
24682,MUM0010218,76,38,2,15%
24688,MUM0010224,109,47,2.319148936,30%
24726,MUM0070277,207,93,2.225806452,20%
24735,SRT0050463,61,34,1.794117647,10%
24736,SRT0050464,56,31,1.806451613,10%
24737,SRT0050465,68,38,1.789473684,10%
24738,SRT0050466,65,36,1.805555556,10%
24740,SRT0050468,59,33,1.787878788,10%
24742,SRT0050470,65,36,1.805555556,10%
24743,SRT0050471,59,33,1.787878788,10%
24745,SRT0050473,70,39,1.794871795,10%
24746,SRT0050474,68,38,1.789473684,10%
24747,SRT0050475,59,33,1.787878788,10%
24748,SRT0050476,61,34,1.794117647,10%
24749,SRT0050477,65,36,1.805555556,10%
24751,SRT0050479,61,34,1.794117647,10%
24752,SRT0050480,56,31,1.806451613,10%
24756,SRT0050484,70,39,1.794871795,10%
24761,KOL0010307,44,17,2.588235294,B1G1
24762,KOL0010308,38,14,2.714285714,B1G1
24763,KOL0010309,34,13,2.615384615,B1G1
24764,KOL0010310,39,15,2.6,B1G1
24765,KOL0010311,34,13,2.615384615,B1G1
24770,KOL0010316,34,13,2.615384615,B1G1
24831,MUM0040947,26,13,2,15%
24839,MUM0040955,42,21,2,15%
24840,MUM0040956,42,21,2,15%
58686,BLR0230058,51,23,2.217391304,20%
58688,BLR0230060,51,23,2.217391304,20%
58689,BLR0230061,47,21,2.238095238,20%
58690,BLR0230062,47,21,2.238095238,20%
58692,BLR0230064,47,21,2.238095238,20%
58694,BLR0230066,46,20,2.3,30%
58695,BLR0230067,46,20,2.3,30%
58696,BLR0230068,40,18,2.222222222,20%
58697,BLR0230069,40,18,2.222222222,20%
58698,BLR0230070,51,23,2.217391304,20%
58699,BLR0230071,51,23,2.217391304,20%
58700,BLR0230072,51,23,2.217391304,20%
58701,BLR0230073,52,23,2.260869565,20%
58702,BLR0230074,52,23,2.260869565,20%
58703,BLR0230075,40,18,2.222222222,20%
58704,BLR0230076,40,18,2.222222222,20%
58705,BLR0230077,40,18,2.222222222,20%
58706,BLR0230078,66,30,2.2,20%
58707,BLR0230079,66,30,2.2,20%
58708,BLR0230080,55,25,2.2,20%
58709,BLR0230081,55,25,2.2,20%
58743,SRT0150193,36,20,1.8,10%
58744,SRT0150194,36,20,1.8,10%
58745,SRT0150195,36,20,1.8,10%
58746,SRT0150196,36,20,1.8,10%
58748,SRT0150198,27,15,1.8,10%
58749,SRT0150199,31,17,1.823529412,10%
58750,SRT0150200,31,17,1.823529412,10%
58751,SRT0150201,31,17,1.823529412,10%
58752,SRT0150202,31,17,1.823529412,10%
58753,SRT0150203,34,19,1.789473684,10%
58754,SRT0150204,34,19,1.789473684,10%
58755,SRT0150205,34,19,1.789473684,10%
58756,SRT0150206,34,19,1.789473684,10%
58757,SRT0150207,32,18,1.777777778,10%
58758,SRT0150208,32,18,1.777777778,10%
58760,SRT0150210,54,30,1.8,10%
58761,SRT0150211,45,25,1.8,10%
58762,SRT0150212,50,28,1.785714286,10%
58764,SRT0150214,58,32,1.8125,10%
58765,SRT0150215,61,34,1.794117647,10%
58766,SRT0150216,58,32,1.8125,10%
58768,SRT0150218,54,30,1.8,10%
58769,SRT0150219,45,25,1.8,10%
58772,SRT0150222,41,23,1.782608696,10%
58773,SRT0150223,54,30,1.8,10%
58774,SRT0150224,79,35,2.257142857,20%
58775,SRT0150225,74,32,2.3125,30%
58776,SRT0150226,68,29,2.344827586,30%
58777,SRT0150227,80,35,2.285714286,20%
58778,SRT0150228,64,27,2.37037037,30%
58779,SRT0150229,68,29,2.344827586,30%
58780,SRT0150230,80,35,2.285714286,20%
58781,SRT0150231,70,30,2.333333333,30%
58782,SRT0150232,81,36,2.25,20%
58855,VNS0350165,65,22,2.954545455,B1G1
58856,VNS0350166,56,18,3.111111111,B1G1
58859,VNS0350169,34,13,2.615384615,B1G1
58860,VNS0350170,56,18,3.111111111,B1G1
58861,VNS0350171,65,22,2.954545455,B1G1
58863,VNS0350173,26,10,2.6,B1G1
58865,VNS0350175,34,13,2.615384615,B1G1
58867,VNS0350177,26,10,2.6,B1G1
58869,VNS0350179,56,18,3.111111111,B1G1
58870,VNS0350180,65,22,2.954545455,B1G1
58914,VNS0420032,72,25,2.88,B1G1
58936,MUM0520019,20,9,2.222222222,20%
58963,MUM0260036,55,24,2.291666667,20%
58964,MUM0260037,39,17,2.294117647,20%
58965,MUM0260038,39,17,2.294117647,20%
58967,MUM0260040,60,27,2.222222222,20%
58968,MUM0260041,55,24,2.291666667,20%
58970,MUM0260043,71,31,2.290322581,20%
58971,MUM0260044,55,24,2.291666667,20%
58972,MUM0260045,39,17,2.294117647,20%
58973,MUM0260046,73,33,2.212121212,20%
58974,MUM0260047,71,31,2.290322581,20%
58975,MUM0260048,76,34,2.235294118,20%
58978,MUM0260051,71,31,2.290322581,20%
58979,MUM0260052,42,18,2.333333333,30%
58980,MUM0260053,26,11,2.363636364,30%
58983,MUM0260056,39,17,2.294117647,20%
58984,MUM0260057,39,17,2.294117647,20%
58985,MUM0260058,55,24,2.291666667,20%
58986,MUM0260059,55,24,2.291666667,20%
58988,MUM0260061,26,11,2.363636364,30%
58989,MUM0260062,26,11,2.363636364,30%
58991,MUM0260064,39,17,2.294117647,20%
58992,MUM0260065,55,24,2.291666667,20%
58993,MUM0260066,76,34,2.235294118,20%
58994,MUM0260067,55,24,2.291666667,20%
58996,MUM0260069,55,24,2.291666667,20%
59011,BLR1250005,54,26,2.076923077,15%
59060,VNS0420038,72,25,2.88,B1G1
59062,VNS0420040,39,15,2.6,B1G1
59102,SRT0070912,81,34,2.382352941,30%
59103,SRT0070913,79,34,2.323529412,30%
59104,SRT0070914,74,31,2.387096774,30%
59105,SRT0070915,91,39,2.333333333,30%
59106,SRT0070916,83,35,2.371428571,30%
59107,SRT0070917,81,35,2.314285714,30%
59108,SRT0070918,87,37,2.351351351,30%
59120,VNS0430004,57,19,3,B1G1
59121,VNS0430005,57,19,3,B1G1
59122,VNS0430006,62,21,2.952380952,B1G1
59128,VNS0430012,62,21,2.952380952,B1G1
59129,VNS0430013,62,21,2.952380952,B1G1
59130,VNS0430014,62,21,2.952380952,B1G1
59132,BLR0240082,228,90,2.533333333,B1G1
59136,BLR0240086,250,100,2.5,B1G1
59137,BLR0240087,105,41,2.56097561,B1G1
59139,BLR0240089,105,41,2.56097561,B1G1
59141,BLR0240091,14,5,2.8,B1G1
59142,BLR0240092,19,7,2.714285714,B1G1
59160,MUM0530018,14,2,7,B1G1
59164,MUM0530022,5,0,#DIV/0!,10%
59165,MUM0530023,5,0,#DIV/0!,10%
59166,MUM0530024,5,0,#DIV/0!,10%
59171,MUM0490005,40,17,2.352941176,30%
59275,VNS0340189,41,16,2.5625,B1G1
59334,MUM0300219,146,72,2.027777778,15%
59335,MUM0300220,146,72,2.027777778,15%
59336,MUM0300221,117,58,2.017241379,15%
59337,MUM0300222,155,77,2.012987013,15%
59338,MUM0300223,131,65,2.015384615,15%
59339,MUM0300224,149,74,2.013513514,15%
59340,MUM0300225,113,56,2.017857143,15%
59341,MUM0300226,140,70,2,15%
59342,MUM0300227,157,78,2.012820513,15%
59343,MUM0300228,142,70,2.028571429,15%
59344,MUM0300229,109,54,2.018518519,15%
59345,MUM0300230,109,54,2.018518519,15%
59346,MUM0300231,157,78,2.012820513,15%
59347,MUM0300232,160,79,2.025316456,15%
59348,MUM0300233,119,59,2.016949153,15%
59349,MUM0300234,144,71,2.028169014,15%
59350,MUM0300235,162,80,2.025,15%
59351,MUM0300236,135,67,2.014925373,15%
59352,MUM0300237,155,77,2.012987013,15%
59353,MUM0300238,142,70,2.028571429,15%
59354,MUM0300239,146,72,2.027777778,15%
59355,MUM0300240,157,78,2.012820513,15%
59356,MUM0300241,113,56,2.017857143,15%
59357,MUM0300242,106,52,2.038461538,15%
59358,MUM0300243,106,52,2.038461538,15%
59359,MUM0300244,113,56,2.017857143,15%
59360,MUM0300245,117,58,2.017241379,15%
59361,MUM0300246,155,77,2.012987013,15%
59362,MUM0300247,117,58,2.017241379,15%
59363,MUM0300248,171,85,2.011764706,15%
59364,MUM0300249,113,56,2.017857143,15%
59365,MUM0300250,115,57,2.01754386,15%
59366,MUM0300251,168,83,2.024096386,15%
59367,MUM0300252,133,66,2.015151515,15%
59368,MUM0300253,157,78,2.012820513,15%
59369,MUM0300254,142,70,2.028571429,15%
59370,MUM0300255,109,54,2.018518519,15%
59371,MUM0300256,106,52,2.038461538,15%
59373,MUM0300258,200,99,2.02020202,15%
59374,SRT0150251,71,30,2.366666667,30%
59375,SRT0150252,66,27,2.444444444,B1G1
59376,SRT0150253,66,27,2.444444444,B1G1
59378,SRT0150255,62,25,2.48,B1G1
59379,SRT0150256,71,30,2.366666667,30%
59385,SRT0150262,70,29,2.413793103,B1G1
59388,SRT0150265,104,45,2.311111111,30%
59390,SRT0150267,203,92,2.206521739,20%
59391,SRT0150268,146,65,2.246153846,20%
59392,SRT0150269,180,81,2.222222222,20%
59393,SRT0150270,194,88,2.204545455,20%
59395,SRT0150272,197,90,2.188888889,15%
59397,SRT0150274,203,92,2.206521739,20%
59399,SRT0150276,197,90,2.188888889,15%
59473,BLR0010276,48,19,2.526315789,B1G1
59475,BLR0010278,53,20,2.65,B1G1
59476,BLR0010279,53,20,2.65,B1G1
59514,SRT0150411,110,49,2.244897959,20%
59515,SRT0150412,117,53,2.20754717,20%
59516,SRT0150413,108,48,2.25,20%
59517,SRT0150414,123,55,2.236363636,20%
59518,SRT0150415,100,45,2.222222222,20%
59519,SRT0150416,103,46,2.239130435,20%
59520,SRT0150417,111,50,2.22,20%
59521,SRT0150418,109,49,2.224489796,20%
59615,SRT0130314,43,20,2.15,15%
59620,BLR0030179,114,51,2.235294118,20%
59621,BLR0030180,114,51,2.235294118,20%
59622,BLR0030181,114,51,2.235294118,20%
59623,BLR0030182,114,51,2.235294118,20%
59631,BLR0030190,70,31,2.258064516,20%
59632,BLR0030191,70,31,2.258064516,20%
59633,BLR0030192,70,31,2.258064516,20%
59634,BLR0030193,78,35,2.228571429,20%
59635,BLR0030194,78,35,2.228571429,20%
59637,BLR0030196,78,35,2.228571429,20%
59638,BLR0030197,78,35,2.228571429,20%
59640,BLR0030199,70,31,2.258064516,20%
59641,BLR0030200,70,31,2.258064516,20%
59645,BLR0030204,100,45,2.222222222,20%
59647,BLR0030206,118,53,2.226415094,20%
59648,BLR0030207,78,35,2.228571429,20%
59655,BLR0030214,70,31,2.258064516,20%
59656,BLR0030215,70,31,2.258064516,20%
59657,BLR0030216,70,31,2.258064516,20%
59658,BLR0030217,70,31,2.258064516,20%
59659,BLR0030218,70,31,2.258064516,20%
59661,BLR0030220,58,26,2.230769231,20%
59662,BLR0030221,58,26,2.230769231,20%
59663,BLR0030222,58,26,2.230769231,20%
59664,BLR0030223,98,44,2.227272727,20%
59665,BLR0030224,98,44,2.227272727,20%
59666,BLR0030225,88,40,2.2,20%
59667,BLR0030226,88,40,2.2,20%
59670,SRT0070946,89,40,2.225,20%
59672,SRT0070948,78,35,2.228571429,20%
59673,SRT0070949,77,34,2.264705882,20%
59674,SRT0070950,71,31,2.290322581,20%
59676,SRT0070952,75,33,2.272727273,20%
59677,SRT0070953,75,33,2.272727273,20%
59678,SRT0070954,80,36,2.222222222,20%
59680,SRT0070956,83,37,2.243243243,20%
59683,SRT0070959,69,31,2.225806452,20%
59684,SRT0070960,82,37,2.216216216,20%
59688,SRT0070964,68,30,2.266666667,20%
59689,SRT0070965,65,29,2.24137931,20%
59690,SRT0070966,72,32,2.25,20%
59691,SRT0070967,72,32,2.25,20%
59692,SRT0070968,67,30,2.233333333,20%
59693,SRT0070969,64,29,2.206896552,20%
59694,SRT0070970,64,29,2.206896552,20%
59695,SRT0070971,72,32,2.25,20%
59696,SRT0070972,73,33,2.212121212,20%
59697,SRT0070973,73,33,2.212121212,20%
59700,SRT0070976,72,32,2.25,20%
59703,MUM0160886,10,5,2,15%
59716,MUM0160899,15,6,2.5,B1G1
59718,MUM0160901,18,7,2.571428571,B1G1
59721,MUM0160904,18,7,2.571428571,B1G1
59724,MUM0160907,15,6,2.5,B1G1
59725,MUM0160908,15,6,2.5,B1G1
59726,MUM0160909,15,6,2.5,B1G1
59727,MUM0160910,15,6,2.5,B1G1
59728,MUM0160911,15,6,2.5,B1G1
59729,MUM0160912,15,6,2.5,B1G1
59730,MUM0160913,15,6,2.5,B1G1
59732,MUM0160915,15,6,2.5,B1G1
59734,MUM0160917,26,11,2.363636364,30%
59736,MUM0160919,26,11,2.363636364,30%
59737,MUM0160920,26,11,2.363636364,30%
59739,MUM0160922,15,6,2.5,B1G1
59741,MUM0160924,15,6,2.5,B1G1
59742,MUM0160925,15,6,2.5,B1G1
59743,MUM0160926,15,6,2.5,B1G1
59744,MUM0160927,15,6,2.5,B1G1
59745,MUM0160928,15,6,2.5,B1G1
59767,MUM0160931,12,5,2.4,B1G1
59769,MUM0160933,12,5,2.4,B1G1
59771,MUM0160935,16,7,2.285714286,20%
59774,MUM0160938,16,7,2.285714286,20%
59775,MUM0160939,16,7,2.285714286,20%
59776,MUM0160940,16,7,2.285714286,20%
59777,MUM0160941,16,7,2.285714286,20%
59780,MUM0160944,13,5,2.6,B1G1
59782,MUM0160946,13,5,2.6,B1G1
59783,MUM0160947,17,7,2.428571429,B1G1
59790,MUM0160954,32,14,2.285714286,20%
59791,MUM0160955,29,13,2.230769231,20%
59798,MUM0160962,13,5,2.6,B1G1
59799,MUM0160963,12,5,2.4,B1G1
59800,MUM0160964,7,2,3.5,B1G1
59801,MUM0160965,12,5,2.4,B1G1
59802,MUM0160966,15,6,2.5,B1G1
59803,MUM0160967,12,5,2.4,B1G1
59804,MUM0160968,12,5,2.4,B1G1
59805,MUM0160969,12,5,2.4,B1G1
59806,MUM0160970,13,5,2.6,B1G1
59809,MUM0160973,10,4,2.5,B1G1
59811,MUM0160975,16,7,2.285714286,20%
59812,MUM0160976,16,7,2.285714286,20%
59813,MUM0160977,16,7,2.285714286,20%
59819,SRT0150421,92,43,2.139534884,15%
59839,VNS0340197,30,11,2.727272727,B1G1
59868,SRT0150517,88,39,2.256410256,20%
59870,SRT0150519,84,37,2.27027027,20%
59871,SRT0150520,84,37,2.27027027,20%
59872,SRT0150521,79,35,2.257142857,20%
59873,SRT0150522,79,35,2.257142857,20%
59874,SRT0150523,74,32,2.3125,30%
59875,SRT0150524,74,32,2.3125,30%
59876,SRT0150525,81,36,2.25,20%
59877,SRT0150526,81,36,2.25,20%
59878,SRT0150527,72,31,2.322580645,30%
59879,SRT0150528,72,31,2.322580645,30%
59880,SRT0150529,86,38,2.263157895,20%
59881,SRT0150530,96,43,2.23255814,20%
59882,SRT0150531,96,43,2.23255814,20%
59883,SRT0150532,82,36,2.277777778,20%
59884,SRT0150533,82,36,2.277777778,20%
59885,SRT0150534,84,37,2.27027027,20%
59886,VNS0420066,29,11,2.636363636,B1G1
59895,SRT0070988,109,47,2.319148936,30%
59896,SRT0070989,109,47,2.319148936,30%
59897,SRT0070990,108,46,2.347826087,30%
59898,SRT0070991,103,44,2.340909091,30%
59899,SRT0070992,103,44,2.340909091,30%
59900,SRT0070993,107,46,2.326086957,30%
59901,SRT0070994,96,41,2.341463415,30%
59902,SRT0070995,96,41,2.341463415,30%
59903,SRT0070996,102,44,2.318181818,30%
59904,SRT0070997,102,44,2.318181818,30%
59907,SRT0071000,101,43,2.348837209,30%
59908,SRT0071001,96,41,2.341463415,30%
59909,SRT0071002,105,45,2.333333333,30%
59910,SRT0071003,108,46,2.347826087,30%
59911,SRT0150535,94,42,2.238095238,20%
59912,SRT0150536,100,45,2.222222222,20%
59913,SRT0150537,99,45,2.2,20%
59914,SRT0150538,96,43,2.23255814,20%
59915,SRT0150539,99,45,2.2,20%
59916,SRT0150540,99,45,2.2,20%
59917,SRT0150541,84,37,2.27027027,20%
59918,SRT0150542,90,40,2.25,20%
59943,BLR0201262,105,43,2.441860465,B1G1
60009,MUM0010242,126,54,2.333333333,30%
60010,MUM0010243,186,80,2.325,30%
60011,MUM0010244,182,79,2.303797468,30%
60012,MUM0010245,138,59,2.338983051,30%
60013,MUM0010246,153,66,2.318181818,30%
60014,MUM0010247,114,49,2.326530612,30%
60015,MUM0010248,172,74,2.324324324,30%
60016,MUM0010249,94,40,2.35,30%
60017,MUM0010250,170,73,2.328767123,30%
60018,MUM0010251,201,87,2.310344828,30%
60019,MUM0010252,132,57,2.315789474,30%
60020,MUM0010253,132,57,2.315789474,30%
60021,MUM0010254,105,45,2.333333333,30%
60022,MUM0010255,147,63,2.333333333,30%
60023,MUM0010256,136,59,2.305084746,30%
60025,MUM0010258,94,40,2.35,30%
60026,MUM0010259,94,40,2.35,30%
60027,MUM0010260,94,40,2.35,30%
60028,MUM0010225,155,67,2.313432836,30%
60029,MUM0010226,180,78,2.307692308,30%
60030,MUM0010227,176,76,2.315789474,30%
60031,MUM0010228,134,58,2.310344828,30%
60032,MUM0010229,124,53,2.339622642,30%
60033,MUM0010230,94,40,2.35,30%
60034,MUM0010231,119,51,2.333333333,30%
60035,MUM0010232,88,38,2.315789474,30%
60036,MUM0010233,92,39,2.358974359,30%
60037,MUM0010234,163,70,2.328571429,30%
60038,MUM0010235,111,48,2.3125,30%
60039,MUM0010236,172,74,2.324324324,30%
60040,MUM0010237,126,54,2.333333333,30%
60041,MUM0010238,140,60,2.333333333,30%
60042,MUM0010239,193,83,2.325301205,30%
60043,MUM0010240,111,48,2.3125,30%
60044,MUM0010241,188,81,2.320987654,30%
60045,MUM0230169,56,25,2.24,20%
60047,MUM0230171,56,25,2.24,20%
60050,MUM0230174,76,34,2.235294118,20%
60051,MUM0230175,56,25,2.24,20%
60053,MUM0230177,48,21,2.285714286,20%
60054,MUM0230178,36,16,2.25,20%
60056,MUM0230180,56,25,2.24,20%
60057,MUM0230181,36,16,2.25,20%
60059,MUM0230183,48,21,2.285714286,20%
60060,MUM0230184,48,21,2.285714286,20%
60061,MUM0230185,56,25,2.24,20%
60062,MUM0230186,48,21,2.285714286,20%
60063,MUM0230187,76,34,2.235294118,20%
60064,MUM0230188,68,30,2.266666667,20%
60065,MUM0230189,56,25,2.24,20%
60067,MUM0230191,56,25,2.24,20%
60068,MUM0230192,68,30,2.266666667,20%
60070,MUM0230194,56,25,2.24,20%
60071,MUM0230195,56,25,2.24,20%
60072,MUM0230196,68,30,2.266666667,20%
60073,MUM0230197,56,25,2.24,20%
60074,MUM0230198,56,25,2.24,20%
60075,MUM0230199,68,30,2.266666667,20%
60076,MUM0230200,76,34,2.235294118,20%
60077,MUM0230201,48,21,2.285714286,20%
60078,MUM0230202,76,34,2.235294118,20%
60079,MUM0230203,56,25,2.24,20%
60080,MUM0230204,76,34,2.235294118,20%
60081,MUM0230205,56,25,2.24,20%
60082,MUM0230206,47,20,2.35,30%
60083,MUM0230207,33,14,2.357142857,30%
60085,MUM0230209,26,11,2.363636364,30%
60087,MUM0230211,26,11,2.363636364,30%
60089,MUM0230213,29,13,2.230769231,20%
60091,MUM0230215,28,12,2.333333333,30%
60093,MUM0230217,29,13,2.230769231,20%
60094,MUM0230218,26,11,2.363636364,30%
60095,MUM0230219,29,13,2.230769231,20%
60096,MUM0230220,30,13,2.307692308,30%
60097,MUM0230221,25,11,2.272727273,20%
60098,MUM0230222,33,14,2.357142857,30%
60099,MUM0230223,28,12,2.333333333,30%
60100,MUM0230224,25,11,2.272727273,20%
60103,MUM0230227,25,11,2.272727273,20%
60104,MUM0230228,30,13,2.307692308,30%
60105,MUM0230229,30,13,2.307692308,30%
60106,MUM0230230,28,12,2.333333333,30%
60108,MUM0230232,28,12,2.333333333,30%
60109,MUM0230233,30,13,2.307692308,30%
60110,MUM0230234,32,14,2.285714286,20%
60112,MUM0230236,28,12,2.333333333,30%
60113,MUM0230237,38,17,2.235294118,20%
60114,MUM0230238,30,13,2.307692308,30%
60115,MUM0230239,32,14,2.285714286,20%
60116,MUM0230240,25,11,2.272727273,20%
60117,MUM0230241,30,13,2.307692308,30%
60118,MUM0230243,30,13,2.307692308,30%
60120,MUM0230245,32,14,2.285714286,20%
60121,MUM0230246,28,12,2.333333333,30%
60123,MUM0230248,25,11,2.272727273,20%
60165,SRT0150579,61,26,2.346153846,30%
60166,SRT0150580,61,26,2.346153846,30%
60168,SRT0150582,61,26,2.346153846,30%
60170,SRT0150584,61,26,2.346153846,30%
60171,SRT0150585,61,26,2.346153846,30%
60172,SRT0150586,61,26,2.346153846,30%
60174,SRT0150543,86,37,2.324324324,30%
60175,SRT0150544,90,39,2.307692308,30%
60176,SRT0150545,95,40,2.375,30%
60177,SRT0150546,95,40,2.375,30%
60178,SRT0150547,86,37,2.324324324,30%
60179,SRT0150548,86,37,2.324324324,30%
60180,SRT0150549,82,35,2.342857143,30%
60181,SRT0150550,86,37,2.324324324,30%
60182,SRT0150551,82,35,2.342857143,30%
60183,SRT0150552,82,35,2.342857143,30%
60184,SRT0150553,78,33,2.363636364,30%
60185,SRT0150554,90,39,2.307692308,30%
60186,SRT0150555,86,37,2.324324324,30%
60187,SRT0150556,85,36,2.361111111,30%
60188,SRT0150557,82,35,2.342857143,30%
60189,SRT0150558,91,39,2.333333333,30%
60190,SRT0150559,87,37,2.351351351,30%
60191,SRT0150560,82,35,2.342857143,30%
60192,SRT0150561,88,38,2.315789474,30%
60193,SRT0150562,94,40,2.35,30%
60196,SRT0150565,75,32,2.34375,30%
60211,MUM0010262,63,27,2.333333333,30%
60212,MUM0010263,105,45,2.333333333,30%
60213,MUM0010264,94,40,2.35,30%
60214,MUM0010265,94,40,2.35,30%
60215,MUM0010266,92,39,2.358974359,30%
60216,MUM0010267,193,83,2.325301205,30%
60217,MUM0010268,147,63,2.333333333,30%
60218,MUM0010269,186,80,2.325,30%
60219,MUM0010270,88,38,2.315789474,30%
60220,MUM0010271,88,38,2.315789474,30%
60221,MUM0010272,117,50,2.34,30%
60222,MUM0010273,76,32,2.375,30%
60223,MUM0010274,113,49,2.306122449,30%
60224,MUM0010275,132,57,2.315789474,30%
60225,MUM0010276,117,50,2.34,30%
60226,MUM0010277,67,29,2.310344828,30%
60227,MUM0010278,76,32,2.375,30%
60228,MUM0010279,88,38,2.315789474,30%
60230,MUM0010281,76,32,2.375,30%
60231,MUM0010282,109,47,2.319148936,30%
60232,MUM0010283,80,34,2.352941176,30%
60233,MUM0010284,88,38,2.315789474,30%
60235,MUM0010286,88,38,2.315789474,30%
60236,MUM0010287,172,74,2.324324324,30%
60237,MUM0010288,147,63,2.333333333,30%
60238,MUM0010289,80,34,2.352941176,30%
60239,MUM0010290,126,54,2.333333333,30%
60241,MUM0010292,67,29,2.310344828,30%
60242,MUM0010293,76,32,2.375,30%
60246,MUM0010297,88,38,2.315789474,30%
60247,MUM0010298,94,40,2.35,30%
60248,MUM0010299,94,40,2.35,30%
60249,MUM0010300,168,72,2.333333333,30%
60250,BLR0201311,63,27,2.333333333,30%
60251,BLR0201312,74,31,2.387096774,30%
60252,BLR0201313,58,24,2.416666667,B1G1
60253,BLR0201314,62,26,2.384615385,30%
60255,BLR0201316,74,31,2.387096774,30%
60256,BLR0201317,65,27,2.407407407,B1G1
60257,BLR0201318,74,31,2.387096774,30%
60258,BLR0201319,65,27,2.407407407,B1G1
60259,BLR0201320,55,23,2.391304348,B1G1
60260,BLR0201321,50,21,2.380952381,30%
60261,BLR0201322,60,25,2.4,B1G1
60262,BLR0201323,65,27,2.407407407,B1G1
60263,BLR0201324,65,27,2.407407407,B1G1
60264,BLR0201325,65,27,2.407407407,B1G1
60265,BLR0201326,55,23,2.391304348,B1G1
60266,BLR0201327,74,31,2.387096774,30%
60268,BLR0201329,67,28,2.392857143,B1G1
60269,BLR0201330,69,29,2.379310345,30%
60270,BLR0201331,78,33,2.363636364,30%
60271,BLR0201332,62,26,2.384615385,30%
60272,BLR0201333,78,33,2.363636364,30%
60273,BLR0201334,69,29,2.379310345,30%
60274,BLR0201335,74,31,2.387096774,30%
60275,BLR0201336,74,31,2.387096774,30%
60276,BLR0201337,65,27,2.407407407,B1G1
60277,SRT0071022,69,30,2.3,30%
60279,SRT0071024,103,47,2.191489362,10%
60280,SRT0071025,83,37,2.243243243,20%
60281,SRT0071026,81,36,2.25,20%
60282,SRT0071027,81,36,2.25,20%
60283,SRT0071028,99,45,2.2,20%
60284,SRT0071029,99,45,2.2,20%
60285,SRT0071030,87,39,2.230769231,20%
60286,SRT0071031,94,42,2.238095238,20%
60287,SRT0071032,74,32,2.3125,30%
60288,SRT0071033,74,32,2.3125,30%
60289,SRT0071034,66,28,2.357142857,30%
60290,SRT0071035,58,25,2.32,30%
60291,SRT0071036,68,30,2.266666667,20%
60327,MUM0460027,122,52,2.346153846,30%
60331,MUM0460031,71,30,2.366666667,30%
60342,MUM0210082,61,27,2.259259259,20%
60343,MUM0210083,61,27,2.259259259,20%
60344,MUM0210084,61,27,2.259259259,20%
60345,MUM0210085,82,37,2.216216216,20%
60346,MUM0210086,70,31,2.258064516,20%
60348,MUM0210088,70,31,2.258064516,20%
60349,MUM0210089,66,29,2.275862069,20%
60350,MUM0210090,70,31,2.258064516,20%
60353,MUM0210093,66,29,2.275862069,20%
60354,MUM0210094,82,37,2.216216216,20%
60356,MUM0210096,72,32,2.25,20%
60360,MUM0210100,70,31,2.258064516,20%
60361,MUM0210101,67,30,2.233333333,20%
60364,MUM0210104,72,32,2.25,20%
60365,MUM0210105,66,29,2.275862069,20%
60366,MUM0210106,70,31,2.258064516,20%
60367,MUM0210107,82,37,2.216216216,20%
60368,MUM0210108,66,30,2.2,20%
60370,MUM0210110,72,32,2.25,20%
60379,MUM0450032,220,100,2.2,20%
60380,MUM0450033,160,72,2.222222222,20%
60381,MUM0450034,220,100,2.2,20%
60382,MUM0450035,180,81,2.222222222,20%
60383,MUM0450036,100,45,2.222222222,20%
60384,MUM0450037,160,72,2.222222222,20%
60385,MUM0450038,160,72,2.222222222,20%
60386,MUM0450039,140,63,2.222222222,20%
60387,MUM0450040,160,72,2.222222222,20%
60388,MUM0450041,321,145,2.213793103,20%
60392,VNS0420109,16,6,2.666666667,B1G1
60398,VNS0130340,58,20,2.9,B1G1
60399,VNS0130341,90,32,2.8125,B1G1
60400,VNS0130342,108,40,2.7,B1G1
60402,VNS0130344,108,40,2.7,B1G1
60403,VNS0130345,58,20,2.9,B1G1
60404,VNS0130346,81,29,2.793103448,B1G1
60405,VNS0130347,108,40,2.7,B1G1
60406,VNS0130348,56,19,2.947368421,B1G1
60407,VNS0130349,90,32,2.8125,B1G1
60408,VNS0130350,58,20,2.9,B1G1
60409,SRT0071004,76,33,2.303030303,30%
60410,SRT0071005,71,31,2.290322581,20%
60411,SRT0071006,65,28,2.321428571,30%
60412,SRT0071007,77,34,2.264705882,20%
60413,SRT0071008,61,26,2.346153846,30%
60414,SRT0071009,65,28,2.321428571,30%
60415,SRT0071010,77,34,2.264705882,20%
60416,SRT0071011,67,29,2.310344828,30%
60417,SRT0071012,77,34,2.264705882,20%
60429,SRT0071013,83,37,2.243243243,20%
60430,SRT0071014,85,38,2.236842105,20%
60431,SRT0071015,76,33,2.303030303,30%
60432,SRT0071016,83,37,2.243243243,20%
60433,SRT0071017,76,33,2.303030303,30%
60434,SRT0071018,76,33,2.303030303,30%
60435,SRT0071019,78,35,2.228571429,20%
60436,SRT0071020,76,33,2.303030303,30%
60437,SRT0071021,74,32,2.3125,30%
60455,BLR0201339,63,27,2.333333333,30%
60523,VNS0440050,37,14,2.642857143,B1G1
